#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
ASRock Z390 EXTREME4-5.jpg,3536398,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[1575,1471,1462,1815,1767,1802,1575],""all_points_y"":[318,361,1628,1628,1510,313,318]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-5.jpg,3536398,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[450,450,1313,1308,450],""all_points_y"":[1774,1850,1897,1760,1774]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-5.jpg,3536398,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[450,457,1332,1319,450],""all_points_y"":[2358,2443,2445,2318,2358]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-5.jpg,3536398,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[654,641,1335,1335,654],""all_points_y"":[1537,1695,1721,1541,1537]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-5.jpg,3536398,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[32,32,48,1915,1936,1925,32],""all_points_y"":[27,27,2976,2843,2379,293,27]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-6.jpg,141535,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[344,346,363,387,408,411,344],""all_points_y"":[151,234,251,251,240,152,151]}","{""name"":""CPU""}"
ASRock Z390 EXTREME4-6.jpg,141535,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[436,438,501,500,436],""all_points_y"":[81,313,318,79,81]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-6.jpg,141535,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[254,254,409,409,254],""all_points_y"":[341,354,362,341,341]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-6.jpg,141535,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[255,255,412,412,255],""all_points_y"":[446,461,462,441,446]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-6.jpg,141535,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[289,290,414,418,289],""all_points_y"":[293,326,333,300,293]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-6.jpg,141535,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[178,180,528,528,532,532,524,523,530,530,522,521,178],""all_points_y"":[26,562,542,449,447,343,343,227,224,146,146,70,26]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-7.jpg,23804,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[270,212,202,202,211,275,270],""all_points_y"":[159,159,172,193,204,204,159]}","{""name"":""CPU""}"
ASRock Z390 EXTREME4-7.jpg,23804,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[323,161,160,324,323],""all_points_y"":[235,234,276,277,235]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-7.jpg,23804,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[131,126,142,139,131],""all_points_y"":[85,198,200,85,85]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-7.jpg,23804,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[62,60,77,73,62],""all_points_y"":[85,197,198,85,85]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-7.jpg,23804,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[147,149,173,170,147],""all_points_y"":[115,214,214,114,115]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-7.jpg,23804,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[338,306,304,274,270,216,215,163,164,2,4,335,338],""all_points_y"":[35,35,27,27,37,35,31,30,40,40,307,307,35]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-8.jpg,239248,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[271,250,264,282,300,324,271],""all_points_y"":[114,167,185,188,182,128,114]}","{""name"":""CPU""}"
ASRock Z390 EXTREME4-8.jpg,239248,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[366,311,355,410,368,366],""all_points_y"":[89,234,247,93,84,89]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-8.jpg,239248,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[154,148,260,268,154],""all_points_y"":[212,222,261,242,212]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-8.jpg,239248,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[128,123,238,245,128],""all_points_y"":[275,287,330,308,275]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-8.jpg,239248,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[193,184,286,295,193],""all_points_y"":[196,216,245,226,196]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-8.jpg,239248,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[178,166,156,149,155,49,336,443,338,318,249,246,173,178],""all_points_y"":[16,48,52,78,84,329,426,99,72,50,43,53,15,16]}","{""name"":""MOTHERBOARD""}"
ASUS PRIME B365M-A-1.jpg,94099,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[278,278,311,344,376,374,278],""all_points_y"":[168,276,297,295,274,168,168]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-1.jpg,94099,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[435,436,517,510,435],""all_points_y"":[66,368,369,63,66]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-1.jpg,94099,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[195,196,411,409,195],""all_points_y"":[371,392,397,365,371]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-1.jpg,94099,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[339,156,159,341,339],""all_points_y"":[399,404,443,441,399]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-1.jpg,94099,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[390,206,205,392,390],""all_points_y"":[318,322,355,356,318]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-1.jpg,94099,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[98,97,79,82,99,92,105,104,560,551,98],""all_points_y"":[53,91,91,162,167,365,380,551,550,46,53]}","{""name"":""MOTHERBOAD""}"
ASUS PRIME B365M-A-2.jpg,507193,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[293,293,319,356,379,382,294,294,293],""all_points_y"":[137,234,248,246,233,127,126,143,137]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-2.jpg,507193,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[436,436,512,512,436],""all_points_y"":[28,316,318,26,28]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-2.jpg,507193,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[213,213,414,415,213],""all_points_y"":[320,343,347,316,320]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-2.jpg,507193,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[396,215,217,396,396],""all_points_y"":[269,269,306,308,269]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-2.jpg,507193,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[351,180,181,351,351],""all_points_y"":[348,349,384,381,348]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-2.jpg,507193,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[117,116,105,103,116,111,131,132,550,548,117],""all_points_y"":[18,56,55,116,120,321,326,486,483,19,18]}","{""name"":""MOTHERBOARD""}"
ASUS PRIME B365M-A-3.jpg,11553,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[81,82,94,107,116,117,81],""all_points_y"":[80,121,132,131,125,83,80]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-3.jpg,11553,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[133,140,175,161,133],""all_points_y"":[50,160,160,51,50]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-3.jpg,11553,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[56,56,136,136,56],""all_points_y"":[159,171,173,161,159]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-3.jpg,11553,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[35,35,107,107,35],""all_points_y"":[172,190,191,175,172]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-3.jpg,11553,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[126,125,55,55,126],""all_points_y"":[154,143,140,154,154]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-3.jpg,11553,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[19,8,13,189,177,179,175,170,164,35,35,19],""all_points_y"":[17,30,243,239,143,133,94,92,47,29,21,17]}","{""name"":""MOTHERBOARD""}"
ASUS PRIME B365M-A-4.jpg,80575,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[303,303,305,342,377,409,409,303],""all_points_y"":[208,208,322,346,346,318,206,208]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-4.jpg,80575,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[475,476,561,558,475],""all_points_y"":[90,422,426,86,90]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-4.jpg,80575,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[207,207,447,450,207],""all_points_y"":[429,455,459,418,429]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-4.jpg,80575,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[428,210,208,431,428],""all_points_y"":[369,371,416,417,369]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-4.jpg,80575,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[371,165,164,374,371],""all_points_y"":[459,458,511,512,459]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-4.jpg,80575,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[106,104,86,95,106,106,94,91,107,112,613,608,106],""all_points_y"":[71,113,118,202,206,401,403,417,430,630,627,76,71]}","{""name"":""MOTHERBOARD""}"
ASUS PRIME B365M-A-5.jpg,3918142,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[1149,1146,1324,1503,1695,1691,1149],""all_points_y"":[745,1338,1462,1462,1331,721,745]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-5.jpg,3918142,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[2038,2055,2517,2500,2038],""all_points_y"":[108,1867,1867,91,108]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-5.jpg,3918142,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[633,627,1914,1910,633],""all_points_y"":[1910,2032,2059,1877,1910]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-5.jpg,3918142,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[1803,1799,674,664,1803],""all_points_y"":[1850,1577,1600,1870,1850]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-5.jpg,3918142,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[1483,556,637,1516,1483],""all_points_y"":[2069,2069,2308,2301,2069]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-5.jpg,3918142,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[81,98,7,3,108,74,3,30,101,128,2763,2729,81],""all_points_y"":[10,229,256,654,728,1742,1793,1877,1931,2948,2948,40,10]}","{""name"":""MOTHERBOARD""}"
ASUS PRIME B365M-A-6.jpg,919327,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[968,971,1341,1529,1613,1598,1246,968],""all_points_y"":[931,934,1185,1147,1064,925,671,931]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-6.jpg,919327,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[1104,2072,2289,1275,1058,1104],""all_points_y"":[327,977,749,43,249,327]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-6.jpg,919327,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[2035,1494,1587,2159,2035],""all_points_y"":[1012,1668,1734,1095,1012]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-6.jpg,919327,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[1798,1373,1350,1480,1960,1798],""all_points_y"":[994,1512,1532,1630,1090,994]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-6.jpg,919327,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[1960,1477,1671,2133,1960],""all_points_y"":[1324,1902,2032,1439,1324]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-6.jpg,919327,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[20,1922,2991,1295,205,156,20],""all_points_y"":[1009,2520,1118,3,942,884,1009]}","{""name"":""MOTHERBOARD""}"
ASUS PRIME B365M-A-7.jpg,28640,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[194,193,214,229,247,251,194],""all_points_y"":[125,198,214,214,200,126,125]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-7.jpg,28640,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[277,274,298,298,306,278,277],""all_points_y"":[64,254,254,74,54,53,64]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-7.jpg,28640,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[155,158,282,282,155],""all_points_y"":[272,282,278,259,272]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-7.jpg,28640,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[250,158,160,253,250],""all_points_y"":[229,233,260,259,229]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-7.jpg,28640,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[90,90,76,79,91,89,322,314,322,306,309,90],""all_points_y"":[24,51,68,101,119,380,354,288,147,150,50,24]}","{""name"":""MOTHERBOARD""}"
ASUS PRIME B365M-A-8.jpg,81765,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[308,284,284,307,428,430,308],""all_points_y"":[234,268,302,337,338,234,234]}","{""name"":""CPU""}"
ASUS PRIME B365M-A-8.jpg,81765,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[535,204,206,538,535],""all_points_y"":[401,403,489,486,401]}","{""name"":""RAM""}"
ASUS PRIME B365M-A-8.jpg,81765,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[177,171,206,202,177],""all_points_y"":[137,370,374,135,137]}","{""name"":""GPU""}"
ASUS PRIME B365M-A-8.jpg,81765,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[258,261,206,209,258],""all_points_y"":[350,138,140,351,350]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-8.jpg,81765,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[165,120,122,167,165],""all_points_y"":[99,99,298,299,99]}","{""name"":""SSD""}"
ASUS PRIME B365M-A-8.jpg,81765,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[3,6,550,555,516,498,446,428,293,230,219,199,3],""all_points_y"":[42,536,530,37,36,19,20,41,38,34,25,37,42]}","{""name"":""MOTHERBOARD""}"
